task,n_demos,trial_id,seed,success,n_waypoints_executed,parse_error,execution_error
stack_blocks,1,15,1015,False,0,,Step 0: InvalidActionError: A path could not be found. Most likely due to the target being inaccessible or a collison was detected.
stack_blocks,1,16,1016,False,10,,
stack_blocks,1,17,1017,False,10,,
stack_blocks,1,18,1018,False,10,,
stack_blocks,1,19,1019,False,10,,
stack_blocks,1,20,1020,False,6,,
stack_blocks,1,21,1021,False,0,,Step 0: InvalidActionError: A path could not be found. Most likely due to the target being inaccessible or a collison was detected.
stack_blocks,1,22,1022,False,3,,Step 3: InvalidActionError: A path could not be found. Most likely due to the target being inaccessible or a collison was detected.
stack_blocks,1,23,1023,False,7,,Step 7: InvalidActionError: A path could not be found. Most likely due to the target being inaccessible or a collison was detected.
stack_blocks,1,24,1024,False,10,,
stack_blocks,2,0,1000,False,1,,Step 1: InvalidActionError: A path could not be found. Most likely due to the target being inaccessible or a collison was detected.
stack_blocks,2,1,1001,False,2,,Step 2: InvalidActionError: A path could not be found. Most likely due to the target being inaccessible or a collison was detected.
stack_blocks,2,2,1002,False,3,,Step 3: InvalidActionError: A path could not be found. Most likely due to the target being inaccessible or a collison was detected.
stack_blocks,2,3,1003,False,2,,Step 2: InvalidActionError: A path could not be found. Most likely due to the target being inaccessible or a collison was detected.
stack_blocks,2,4,1004,False,10,,
stack_blocks,2,5,1005,False,2,,Step 2: InvalidActionError: A path could not be found. Most likely due to the target being inaccessible or a collison was detected.
stack_blocks,2,6,1006,False,10,,
stack_blocks,2,7,1007,False,1,,Step 1: InvalidActionError: A path could not be found. Most likely due to the target being inaccessible or a collison was detected.
stack_blocks,2,8,1008,False,9,,
stack_blocks,2,9,1009,False,10,,
